"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","2a0d:6fc2:4380:b300::1","DNS","119","Standard query 0x4d27 A prd-mcafee-mosaic-pub.azurewebsites.net"
"2","0.000807","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","2a0d:6fc2:4380:b300::1","DNS","119","Standard query 0xdde9 AAAA prd-mcafee-mosaic-pub.azurewebsites.net"
"3","0.008608","2a0d:6fc2:4380:b300::1","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","DNS","253","Standard query response 0x4d27 A prd-mcafee-mosaic-pub.azurewebsites.net CNAME waws-prod-bay-085.sip.azurewebsites.windows.net CNAME waws-prod-bay-085.westus.cloudapp.azure.com A 104.40.53.219"
"4","0.011484","2a0d:6fc2:4380:b300::1","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","DNS","313","Standard query response 0xdde9 AAAA prd-mcafee-mosaic-pub.azurewebsites.net CNAME waws-prod-bay-085.sip.azurewebsites.windows.net CNAME waws-prod-bay-085.westus.cloudapp.azure.com SOA ns1-02.azure-dns.com"
"5","0.015043","192.168.1.126","104.40.53.219","TCP","66","49822  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"6","0.016840","192.168.1.126","224.0.0.251","MDNS","82","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"7","0.017079","fe80::89e8:542a:ae54:21b1","ff02::fb","MDNS","102","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"8","0.071793","fe80::89e8:542a:ae54:21b1","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"9","0.071911","192.168.1.126","224.0.0.22","IGMPv3","54","Membership Report / Leave group 224.0.0.252"
"10","0.072230","fe80::89e8:542a:ae54:21b1","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"11","0.072523","192.168.1.126","224.0.0.22","IGMPv3","54","Membership Report / Join group 224.0.0.252 for any sources"
"12","0.073439","fe80::89e8:542a:ae54:21b1","ff02::1:3","LLMNR","95","Standard query 0xb48b ANY LAPTOP-O5TUAK8N"
"13","0.073739","192.168.1.126","224.0.0.252","LLMNR","75","Standard query 0xb48b ANY LAPTOP-O5TUAK8N"
"14","0.153688","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","2a0d:6fc2:4380:b300::1","DNS","94","Standard query 0xe684 AAAA ogs.google.com"
"15","0.154325","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","2a0d:6fc2:4380:b300::1","DNS","94","Standard query 0x5f0b A ogs.google.com"
"16","0.154913","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","2a0d:6fc2:4380:b300::1","DNS","94","Standard query 0x5bbb HTTPS ogs.google.com"
"17","0.159719","2a0d:6fc2:4380:b300::1","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","DNS","153","Standard query response 0xe684 AAAA ogs.google.com CNAME www3.l.google.com AAAA 2a00:1450:4028:806::200e"
"18","0.159719","2a0d:6fc2:4380:b300::1","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","DNS","141","Standard query response 0x5f0b A ogs.google.com CNAME www3.l.google.com A 142.250.75.142"
"19","0.167951","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","2a00:1450:4028:806::200e","TCP","86","49823  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1400 WS=256 SACK_PERM"
"20","0.169228","2a0d:6fc2:4380:b300::1","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","DNS","175","Standard query response 0x5bbb HTTPS ogs.google.com CNAME www3.l.google.com SOA ns1.google.com"
"21","0.173078","2a00:1450:4028:806::200e","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","86","443  >  49823 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM WS=256"
"22","0.173134","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","2a00:1450:4028:806::200e","TCP","74","49823  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"23","0.174269","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","2a00:1450:4028:806::200e","TCP","1474","49823  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=1400 [TCP PDU reassembled in 24]"
"24","0.174269","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","2a00:1450:4028:806::200e","TLSv1.3","430","Client Hello (SNI=ogs.google.com)"
"25","0.179951","2a00:1450:4028:806::200e","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","74","443  >  49823 [ACK] Seq=1 Ack=1401 Win=268032 Len=0"
"26","0.180545","2a00:1450:4028:806::200e","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","74","443  >  49823 [ACK] Seq=1 Ack=1757 Win=267776 Len=0"
"27","0.184362","2a03:2880:f33c:120:face:b00c:0:167","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TLSv1.2","98","Application Data"
"28","0.184487","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","2a03:2880:f33c:120:face:b00c:0:167","TCP","74","49777  >  443 [ACK] Seq=1 Ack=25 Win=1020 Len=0"
"29","0.185546","2a03:2880:f33c:120:face:b00c:0:167","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","74","443  >  49777 [FIN, ACK] Seq=25 Ack=1 Win=265 Len=0"
"30","0.185596","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","2a03:2880:f33c:120:face:b00c:0:167","TCP","74","49777  >  443 [ACK] Seq=1 Ack=26 Win=1020 Len=0"
"31","0.210587","2a03:2880:f242:1c2:face:b00c:0:167","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TLSv1.2","98","Application Data"
"32","0.210714","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","2a03:2880:f242:1c2:face:b00c:0:167","TCP","74","49776  >  443 [ACK] Seq=1 Ack=25 Win=1020 Len=0"
"33","0.211045","2a03:2880:f242:1c2:face:b00c:0:167","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","74","443  >  49776 [FIN, ACK] Seq=25 Ack=1 Win=265 Len=0"
"34","0.211087","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","2a03:2880:f242:1c2:face:b00c:0:167","TCP","74","49776  >  443 [ACK] Seq=1 Ack=26 Win=1020 Len=0"
"35","0.217555","104.40.53.219","192.168.1.126","TCP","66","443  >  49822 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM"
"36","0.217660","192.168.1.126","104.40.53.219","TCP","54","49822  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"37","0.230849","192.168.1.126","224.0.0.22","IGMPv3","54","Membership Report / Join group 224.0.0.252 for any sources"
"38","0.231015","fe80::89e8:542a:ae54:21b1","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"39","0.232315","192.168.1.126","104.40.53.219","TLSv1.3","547","Client Hello (SNI=prd-mcafee-mosaic-pub.azurewebsites.net)"
"40","0.232630","2a00:1450:4028:806::200e","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TLSv1.3","1294","Server Hello"
"41","0.232630","2a00:1450:4028:806::200e","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TLSv1.3","1294","Change Cipher Spec"
"42","0.232731","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","2a00:1450:4028:806::200e","TCP","74","49823  >  443 [ACK] Seq=1757 Ack=2441 Win=65280 Len=0"
"43","0.234794","2a00:1450:4028:806::200e","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1294","443  >  49823 [ACK] Seq=2441 Ack=1757 Win=267776 Len=1220 [TCP PDU reassembled in 47]"
"44","0.234794","2a00:1450:4028:806::200e","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1294","443  >  49823 [ACK] Seq=3661 Ack=1757 Win=267776 Len=1220 [TCP PDU reassembled in 47]"
"45","0.234794","2a00:1450:4028:806::200e","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1294","443  >  49823 [PSH, ACK] Seq=4881 Ack=1757 Win=267776 Len=1220 [TCP PDU reassembled in 47]"
"46","0.234794","2a00:1450:4028:806::200e","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1294","443  >  49823 [ACK] Seq=6101 Ack=1757 Win=267776 Len=1220 [TCP PDU reassembled in 47]"
"47","0.234794","2a00:1450:4028:806::200e","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TLSv1.3","611","Application Data"
"48","0.234888","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","2a00:1450:4028:806::200e","TCP","74","49823  >  443 [ACK] Seq=1757 Ack=7858 Win=65280 Len=0"
"49","0.239203","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","2a00:1450:4028:806::200e","TLSv1.3","148","Change Cipher Spec, Application Data"
"50","0.239447","2a03:2880:f276:cd:face:b00c:0:167","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TLSv1.2","98","Application Data"
"51","0.239447","2a03:2880:f276:cd:face:b00c:0:167","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","74","443  >  49779 [FIN, ACK] Seq=25 Ack=1 Win=265 Len=0"
"52","0.239575","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","2a03:2880:f276:cd:face:b00c:0:167","TCP","74","49779  >  443 [ACK] Seq=1 Ack=26 Win=1022 Len=0"
"53","0.239751","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","2a00:1450:4028:806::200e","TLSv1.3","166","Application Data"
"54","0.241114","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","2a00:1450:4028:806::200e","TCP","1474","49823  >  443 [ACK] Seq=1923 Ack=7858 Win=65280 Len=1400 [TCP PDU reassembled in 55]"
"55","0.241114","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","2a00:1450:4028:806::200e","TLSv1.3","1128","Application Data"
"56","0.243316","2a00:1450:4028:806::200e","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TLSv1.3","1032","Application Data, Application Data"
"57","0.243316","2a00:1450:4028:806::200e","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","74","443  >  49823 [ACK] Seq=7858 Ack=1831 Win=267776 Len=0"
"58","0.243316","2a00:1450:4028:806::200e","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TLSv1.3","105","Application Data"
"59","0.243407","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","2a00:1450:4028:806::200e","TCP","74","49823  >  443 [ACK] Seq=4377 Ack=8816 Win=64512 Len=0"
"60","0.243470","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","2a00:1450:4028:806::200e","TCP","74","49823  >  443 [ACK] Seq=4377 Ack=8847 Win=64512 Len=0"
"61","0.243857","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","2a00:1450:4028:806::200e","TLSv1.3","105","Application Data"
"62","0.245369","2a00:1450:4028:806::200e","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","74","443  >  49823 [ACK] Seq=8847 Ack=4377 Win=265472 Len=0"
"63","0.252060","2a00:1450:4028:806::200e","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","74","443  >  49823 [ACK] Seq=8847 Ack=4408 Win=265472 Len=0"
"64","0.414002","2a00:1450:4028:806::200e","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TLSv1.3","1294","Application Data"
"65","0.414002","2a00:1450:4028:806::200e","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TLSv1.3","1288","Application Data"
"66","0.414002","2a00:1450:4028:806::200e","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TLSv1.3","1294","Application Data"
"67","0.414002","2a00:1450:4028:806::200e","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TLSv1.3","1294","Application Data"
"68","0.414002","2a00:1450:4028:806::200e","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TLSv1.3","1294","Application Data"
"69","0.414002","2a00:1450:4028:806::200e","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TLSv1.3","1294","Application Data"
"70","0.414002","2a00:1450:4028:806::200e","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TLSv1.3","1294","Application Data"
"71","0.414002","2a00:1450:4028:806::200e","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TLSv1.3","1294","Application Data"
"72","0.414002","2a00:1450:4028:806::200e","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TLSv1.3","545","Application Data"
"73","0.414002","2a00:1450:4028:806::200e","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TLSv1.3","1294","Application Data"
"74","0.414002","2a00:1450:4028:806::200e","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TLSv1.3","1294","Application Data"
"75","0.414002","2a00:1450:4028:806::200e","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TLSv1.3","829","Application Data"
"76","0.414002","2a00:1450:4028:806::200e","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","829","[TCP Retransmission] 443  >  49823 [PSH, ACK] Seq=21512 Ack=4408 Win=265472 Len=755"
"77","0.414002","2a00:1450:4028:806::200e","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TLSv1.3","1294","Application Data"
"78","0.414002","2a00:1450:4028:806::200e","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TLSv1.3","1294","Application Data"
"79","0.414002","2a00:1450:4028:806::200e","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TLSv1.3","1294","Application Data"
"80","0.414002","2a00:1450:4028:806::200e","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TLSv1.3","564","Application Data"
"81","0.414002","2a00:1450:4028:806::200e","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TLSv1.3","1294","Application Data"
"82","0.414002","2a00:1450:4028:806::200e","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TLSv1.3","462","Application Data"
"83","0.414002","2a00:1450:4028:806::200e","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TLSv1.3","216","Application Data"
"84","0.414002","2a00:1450:4028:806::200e","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TLSv1.3","105","Application Data"
"85","0.414002","2a00:1450:4028:806::200e","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TLSv1.3","113","Application Data"
"86","0.414250","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","2a00:1450:4028:806::200e","TCP","86","49823  >  443 [ACK] Seq=4408 Ack=22267 Win=65280 Len=0 SLE=21512 SRE=22267"
"87","0.414356","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","2a00:1450:4028:806::200e","TCP","74","49823  >  443 [ACK] Seq=4408 Ack=28237 Win=65280 Len=0"
"88","0.415504","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","2a00:1450:4028:806::200e","TLSv1.3","113","Application Data"
"89","0.418426","2a00:1450:4028:806::200e","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","74","443  >  49823 [ACK] Seq=28237 Ack=4447 Win=265472 Len=0"
"90","0.436614","104.40.53.219","192.168.1.126","TLSv1.3","1514","Server Hello, Change Cipher Spec"
"91","0.436715","192.168.1.126","104.40.53.219","TCP","54","49822  >  443 [ACK] Seq=494 Ack=1461 Win=262144 Len=0"
"92","0.436811","104.40.53.219","192.168.1.126","TCP","1514","443  >  49822 [ACK] Seq=1461 Ack=494 Win=4194048 Len=1460 [TCP PDU reassembled in 96]"
"93","0.436811","104.40.53.219","192.168.1.126","TCP","1514","443  >  49822 [ACK] Seq=2921 Ack=494 Win=4194048 Len=1460 [TCP PDU reassembled in 96]"
"94","0.436838","192.168.1.126","104.40.53.219","TCP","54","49822  >  443 [ACK] Seq=494 Ack=4381 Win=262144 Len=0"
"95","0.437209","104.40.53.219","192.168.1.126","TCP","1514","443  >  49822 [ACK] Seq=4381 Ack=494 Win=4194048 Len=1460 [TCP PDU reassembled in 96]"
"96","0.437209","104.40.53.219","192.168.1.126","TLSv1.3","570","Application Data"
"97","0.437236","192.168.1.126","104.40.53.219","TCP","54","49822  >  443 [ACK] Seq=494 Ack=6357 Win=262144 Len=0"
"98","0.439872","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","2a0d:6fc2:4380:b300::1","DNS","95","Standard query 0x464e AAAA www.gstatic.com"
"99","0.440304","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","2a0d:6fc2:4380:b300::1","DNS","95","Standard query 0x0c46 A www.gstatic.com"
"100","0.440603","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","2a0d:6fc2:4380:b300::1","DNS","95","Standard query 0x2c60 HTTPS www.gstatic.com"
"101","0.441340","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","2a0d:6fc2:4380:b300::1","DNS","95","Standard query 0x32be AAAA ssl.gstatic.com"
"102","0.441751","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","2a0d:6fc2:4380:b300::1","DNS","95","Standard query 0xba84 A ssl.gstatic.com"
"103","0.442084","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","2a0d:6fc2:4380:b300::1","DNS","95","Standard query 0x0218 HTTPS ssl.gstatic.com"
"104","0.444381","2a0d:6fc2:4380:b300::1","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","DNS","123","Standard query response 0x464e AAAA www.gstatic.com AAAA 2a00:1450:4028:800::2003"
"105","0.444549","2a0d:6fc2:4380:b300::1","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","DNS","111","Standard query response 0x0c46 A www.gstatic.com A 142.250.75.67"
"106","0.444974","2a0d:6fc2:4380:b300::1","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","DNS","155","Standard query response 0x2c60 HTTPS www.gstatic.com SOA ns1.google.com"
"107","0.445755","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","2a00:1450:4028:800::2003","TCP","86","49824  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1400 WS=256 SACK_PERM"
"108","0.445935","2a0d:6fc2:4380:b300::1","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","DNS","123","Standard query response 0x32be AAAA ssl.gstatic.com AAAA 2a00:1450:4028:804::2003"
"109","0.446047","2a0d:6fc2:4380:b300::1","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","DNS","111","Standard query response 0xba84 A ssl.gstatic.com A 142.250.75.35"
"110","0.449826","2a00:1450:4028:800::2003","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","86","443  >  49824 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM WS=256"
"111","0.449939","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","2a00:1450:4028:800::2003","TCP","74","49824  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"112","0.451194","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","2a00:1450:4028:800::2003","TCP","1474","49824  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=1400 [TCP PDU reassembled in 113]"
"113","0.451194","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","2a00:1450:4028:800::2003","TLSv1.3","463","Client Hello (SNI=www.gstatic.com)"
"114","0.452782","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","2a00:1450:4028:804::2003","TCP","86","49825  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1400 WS=256 SACK_PERM"
"115","0.454874","2a00:1450:4028:800::2003","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","74","443  >  49824 [ACK] Seq=1 Ack=1401 Win=268032 Len=0"
"116","0.454959","2a00:1450:4028:800::2003","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","74","443  >  49824 [ACK] Seq=1 Ack=1790 Win=267776 Len=0"
"117","0.456289","2a00:1450:4028:804::2003","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","86","443  >  49825 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM WS=256"
"118","0.456385","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","2a00:1450:4028:804::2003","TCP","74","49825  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"119","0.457302","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","2a00:1450:4028:804::2003","TCP","1474","49825  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=1400 [TCP PDU reassembled in 120]"
"120","0.457302","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","2a00:1450:4028:804::2003","TLSv1.3","495","Client Hello (SNI=ssl.gstatic.com)"
"121","0.461099","2a00:1450:4028:804::2003","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","74","443  >  49825 [ACK] Seq=1 Ack=1401 Win=268032 Len=0"
"122","0.461210","2a00:1450:4028:804::2003","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","74","443  >  49825 [ACK] Seq=1 Ack=1822 Win=267776 Len=0"
"123","0.484015","192.168.1.126","104.40.53.219","TLSv1.3","134","Change Cipher Spec, Application Data"
"124","0.487089","2a0d:6fc2:4380:b300::1","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","DNS","155","Standard query response 0x0218 HTTPS ssl.gstatic.com SOA ns1.google.com"
"125","0.487408","fe80::89e8:542a:ae54:21b1","ff02::1:3","LLMNR","95","Standard query 0xb48b ANY LAPTOP-O5TUAK8N"
"126","0.487567","192.168.1.126","224.0.0.252","LLMNR","75","Standard query 0xb48b ANY LAPTOP-O5TUAK8N"
"127","0.492881","192.168.1.126","104.40.53.219","TLSv1.3","274","Application Data"
"128","0.514734","2a00:1450:4028:804::2003","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TLSv1.3","1294","Server Hello"
"129","0.514734","2a00:1450:4028:804::2003","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TLSv1.3","1294","Change Cipher Spec"
"130","0.514734","2a00:1450:4028:804::2003","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1294","443  >  49825 [ACK] Seq=2441 Ack=1822 Win=267776 Len=1220 [TCP PDU reassembled in 133]"
"131","0.514829","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","2a00:1450:4028:804::2003","TCP","74","49825  >  443 [ACK] Seq=1822 Ack=3661 Win=65280 Len=0"
"132","0.515587","2a00:1450:4028:804::2003","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1294","443  >  49825 [ACK] Seq=3661 Ack=1822 Win=267776 Len=1220 [TCP PDU reassembled in 133]"
"133","0.515587","2a00:1450:4028:804::2003","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TLSv1.3","578","Application Data"
"134","0.515670","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","2a00:1450:4028:804::2003","TCP","74","49825  >  443 [ACK] Seq=1822 Ack=5385 Win=65280 Len=0"
"135","0.516578","2a00:1450:4028:800::2003","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TLSv1.3","1294","Server Hello"
"136","0.516578","2a00:1450:4028:800::2003","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TLSv1.3","1294","Change Cipher Spec"
"137","0.516578","2a00:1450:4028:800::2003","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1294","443  >  49824 [ACK] Seq=2441 Ack=1790 Win=267776 Len=1220 [TCP PDU reassembled in 139]"
"138","0.516578","2a00:1450:4028:800::2003","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","1294","443  >  49824 [ACK] Seq=3661 Ack=1790 Win=267776 Len=1220 [TCP PDU reassembled in 139]"
"139","0.516578","2a00:1450:4028:800::2003","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TLSv1.3","579","Application Data"
"140","0.516717","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","2a00:1450:4028:800::2003","TCP","74","49824  >  443 [ACK] Seq=1790 Ack=5386 Win=65280 Len=0"
"141","0.519077","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","2a00:1450:4028:804::2003","TLSv1.3","148","Change Cipher Spec, Application Data"
"142","0.521414","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","2a00:1450:4028:800::2003","TLSv1.3","148","Change Cipher Spec, Application Data"
"143","0.522629","2a00:1450:4028:804::2003","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","74","443  >  49825 [ACK] Seq=5385 Ack=1896 Win=267776 Len=0"
"144","0.522762","2a00:1450:4028:804::2003","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TLSv1.3","1034","Application Data, Application Data"
"145","0.525531","2a00:1450:4028:800::2003","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TCP","74","443  >  49824 [ACK] Seq=5386 Ack=1864 Win=267776 Len=0"
"146","0.525910","2a00:1450:4028:800::2003","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","TLSv1.3","1034","Application Data, Application Data"
"147","0.576629","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","2a00:1450:4028:804::2003","TCP","74","49825  >  443 [ACK] Seq=1896 Ack=6345 Win=64512 Len=0"
"148","0.576744","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","2a00:1450:4028:800::2003","TCP","74","49824  >  443 [ACK] Seq=1864 Ack=6346 Win=64512 Len=0"
"149","0.651755","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","2a00:1450:400c:c00::bc","TCP","74","49819  >  5228 [FIN, ACK] Seq=1 Ack=1 Win=253 Len=0"
"150","0.653042","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","2a0d:6fc2:4380:b300::1","DNS","96","Standard query 0x58ec AAAA mtalk.google.com"
"151","0.653623","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","2a0d:6fc2:4380:b300::1","DNS","96","Standard query 0xf705 A mtalk.google.com"
"152","0.654254","2a0d:6fc2:4380:b300::1","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","DNS","163","Standard query response 0x58ec AAAA mtalk.google.com CNAME mobile-gtalk.l.google.com AAAA 2a00:1450:400c:c00::bc"
"153","0.654463","2a0d:6fc2:4380:b300::1","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","DNS","151","Standard query response 0xf705 A mtalk.google.com CNAME mobile-gtalk.l.google.com A 142.250.110.188"
"154","0.655669","2a0d:6fc2:4380:b300:24dd:68dc:2e7d:602b","2a00:1450:400c:c00::bc","TCP","86","49826  >  5228 [SYN] Seq=0 Win=65535 Len=0 MSS=1400 WS=256 SACK_PERM"
"155","0.685930","104.40.53.219","192.168.1.126","TLSv1.3","157","Application Data"
"156","0.686023","192.168.1.126","104.40.53.219","TCP","54","49822  >  443 [ACK] Seq=794 Ack=6460 Win=261888 Len=0"
"157","0.696604","104.40.53.219","192.168.1.126","TLSv1.3","315","Application Data"
"158","0.696699","192.168.1.126","104.40.53.219","TCP","54","49822  >  443 [ACK] Seq=794 Ack=6721 Win=261632 Len=0"
